GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
1,Male,0,1,51,27,UsedCar,2280,1,4,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
-1,Male,0,0,28,15,Electronics,250,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
1,Male,0,0,50,28,Electronics,250,3,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,42,58,Electronics,5557,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,73,32,Electronics,250,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,1,0,22,27,Repairs,17814,2,3,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
-1,Female,0,0,19,23,Repairs,250,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Female,0,0,19,21,Education,250,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,0,24,26,NewCar,250,4,4,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,1,27,28,Electronics,5364,4,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1,Male,0,0,25,27,Furniture,5000,2,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1,Male,0,1,41,24,Electronics,250,1,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,24,27,Electronics,250,4,4,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
1,Male,0,1,75,16,Furniture,371,2,4,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,0,19,26,Electronics,5584,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,Male,0,0,19,4,Electronics,1572,4,4,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Female,0,1,35,26,Electronics,250,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
-1,Female,0,0,27,19,Electronics,1071,2,4,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
-1,Female,0,0,25,6,UsedCar,250,2,4,2,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
1,Male,0,0,43,20,Furniture,2095,4,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,19,23,UsedCar,11980,4,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,Male,0,0,19,41,Electronics,2218,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1,Female,0,0,31,4,Business,612,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Female,0,1,41,26,Furniture,4436,3,3,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0
-1,Male,0,0,23,20,Business,6034,4,4,1,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
1,Male,1,1,41,5,NewCar,250,4,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-1,Male,0,0,49,7,Electronics,261,1,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,Male,0,0,50,45,Electronics,250,4,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
1,Female,0,0,55,28,NewCar,2474,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
1,Male,0,1,31,28,NewCar,3511,2,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
-1,Male,0,1,75,28,Electronics,1176,4,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
-1,Male,0,1,39,4,Furniture,2199,4,4,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1
-1,Male,0,0,65,8,UsedCar,1643,3,4,2,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0
1,Male,0,0,44,9,Other,250,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,Male,0,1,19,30,Electronics,250,1,4,2,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
-1,Male,0,1,47,27,Electronics,250,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,Male,0,0,49,17,NewCar,1569,4,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1,Male,0,0,43,6,NewCar,18424,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,20,26,NewCar,1461,4,4,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,75,22,NewCar,1837,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,0,20,21,Electronics,250,3,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
-1,Male,0,1,33,29,Electronics,3177,3,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,Male,0,0,20,4,Business,2732,1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Female,0,1,19,27,Electronics,4499,4,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1,Male,0,1,29,64,Business,250,2,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,62,11,Business,9657,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-1,Male,0,1,51,23,Business,2531,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,19,27,Electronics,2106,3,4,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,Male,0,1,38,14,Electronics,2299,4,4,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,Male,0,0,51,23,Repairs,2799,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Female,0,0,19,42,HomeAppliances,2181,4,3,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1,Female,0,0,36,28,Furniture,2071,1,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
-1,Female,0,0,19,4,Electronics,2063,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
1,Male,0,1,45,19,Education,250,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,52,27,Furniture,6368,4,3,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
1,Male,0,0,43,22,Business,250,3,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1
1,Male,0,1,53,50,Electronics,884,1,4,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1,Male,0,1,61,4,Electronics,2851,2,2,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,Male,0,0,29,24,NewCar,250,2,4,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
-1,Male,0,0,55,11,Electronics,2375,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,50,26,Education,4412,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Female,0,1,47,19,Furniture,3100,4,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,Male,0,1,39,31,UsedCar,2922,2,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,35,72,UsedCar,250,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,70,28,Electronics,250,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,53,23,Electronics,18424,3,3,1,2,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
1,Female,0,0,19,21,Electronics,250,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,19,17,UsedCar,471,3,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,Male,0,0,19,28,Electronics,250,4,4,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
1,Male,0,0,41,21,NewCar,12592,2,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,25,17,NewCar,1000,2,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1,Female,0,0,61,24,Electronics,9836,2,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,1,19,22,Furniture,2046,2,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
-1,Male,0,0,51,26,UsedCar,250,4,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,45,32,Electronics,2953,1,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,51,28,Electronics,3308,1,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,33,72,Electronics,3506,4,2,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,26,25,Electronics,2602,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,Male,0,0,54,23,NewCar,1704,4,3,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,51,72,Electronics,6263,2,3,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,52,36,Furniture,2050,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,72,22,Electronics,10660,1,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,48,27,Electronics,2865,3,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,48,15,UsedCar,1072,1,4,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
-1,Male,0,1,59,28,Education,1725,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,Male,0,0,37,20,Furniture,1643,1,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,44,72,Electronics,2219,4,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-1,Female,0,0,42,26,Electronics,3036,1,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Male,0,0,47,28,NewCar,4163,2,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,Female,0,0,20,22,NewCar,1004,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
1,Female,0,0,52,15,Electronics,3509,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1,Male,0,0,64,22,NewCar,250,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,37,17,Electronics,1429,2,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,Female,0,1,29,26,Business,5888,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,48,25,Electronics,1253,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,22,33,Education,1132,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,55,17,Electronics,4204,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
1,Male,0,1,26,27,Electronics,3286,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,46,72,NewCar,2609,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,46,72,UsedCar,5494,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Female,0,0,25,68,NewCar,3080,1,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
-1,Female,0,1,55,28,Electronics,462,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,Male,0,0,24,72,Electronics,937,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Female,0,0,75,28,Electronics,3235,3,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1,Male,0,1,75,25,NewCar,2504,1,4,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,Female,0,1,19,14,Furniture,1037,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,38,27,NewCar,5016,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-1,Female,0,0,30,14,Electronics,250,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,33,18,Electronics,4548,4,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,Female,0,0,28,28,Business,2723,2,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
1,Male,0,1,39,30,Business,8098,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,Male,0,0,19,22,Electronics,10120,3,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1
1,Female,0,0,20,24,Furniture,18424,1,1,4,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,0,51,24,Electronics,3227,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
1,Female,0,0,27,28,Furniture,1962,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Female,0,1,75,11,Retraining,6680,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Female,0,1,35,40,Electronics,1682,4,2,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
1,Male,0,0,75,31,UsedCar,2909,4,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
-1,Male,0,0,20,27,Electronics,3350,4,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-1,Female,0,1,22,21,NewCar,2814,2,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,Male,0,0,42,72,NewCar,250,4,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,Female,0,0,22,22,Electronics,250,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,Male,0,0,19,20,Electronics,712,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
1,Male,0,0,75,43,Business,250,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Female,0,1,59,27,Electronics,1054,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Female,0,0,60,24,UsedCar,250,3,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Female,0,0,19,25,Electronics,3203,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,68,22,Electronics,1385,3,4,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,62,22,HomeAppliances,431,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
1,Male,0,0,36,54,Furniture,1710,4,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,Female,0,0,30,28,Electronics,3366,4,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
1,Male,0,0,25,16,UsedCar,3199,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1,Male,0,1,27,43,Electronics,603,1,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Female,0,0,75,19,Electronics,6609,2,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Female,0,0,59,70,NewCar,981,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Female,0,1,19,28,NewCar,4661,1,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Female,0,1,19,23,Electronics,1489,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1,Male,0,0,37,68,Electronics,2574,3,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1
1,Male,0,0,36,20,NewCar,10203,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Female,0,1,30,27,UsedCar,601,4,4,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0
-1,Male,1,1,34,20,Furniture,10148,3,4,1,2,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
-1,Male,0,0,19,21,NewCar,3942,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
1,Male,0,0,19,20,Electronics,2168,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Female,0,0,24,28,Electronics,250,3,2,2,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,Male,0,0,53,19,Business,250,2,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,40,24,Electronics,12700,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,44,26,Electronics,2885,2,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,30,28,Electronics,6082,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Female,0,1,44,4,HomeAppliances,1998,4,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,Male,0,0,19,24,Electronics,2990,1,4,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
1,Male,0,0,46,33,Other,250,1,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,0,40,51,Electronics,250,1,4,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
