GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
1,Female,0,0,22,42,Furniture,4042,4,4,2,1,1,0,0,1.0,1,1,0,1,0,0,0,0,0,1,0,1,0,1
1,Male,0,1,32,12,Furniture,652,4,4,1,2,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,1,30,18,Electronics,4238,4,2,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,36,15,HomeAppliances,1262,4,4,1,1,1,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,1,50,21,NewCar,571,4,1,2,1,0,0,0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
1,Male,0,1,49,36,NewCar,909,4,2,2,1,0,0,0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Female,0,0,60,36,Business,6304,4,4,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,Female,0,0,44,24,Education,5743,2,2,2,1,1,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Female,0,0,43,12,Electronics,797,4,1,1,1,0,0,0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
1,Female,0,0,22,21,UsedCar,3275,1,4,2,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,Female,0,0,34,12,NewCar,1168,4,1,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,Female,0,0,28,27,Repairs,5190,3,1,2,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Female,0,0,28,12,Furniture,2762,1,1,2,1,1,0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Female,0,0,35,24,Electronics,1278,4,3,1,2,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Female,0,0,23,18,Repairs,1190,2,1,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Female,0,0,24,24,Electronics,3660,2,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,Male,0,1,37,24,Furniture,4169,4,3,1,2,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-1,Male,0,0,31,60,Business,7297,4,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,54,12,NewCar,909,4,4,1,2,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
-1,Male,0,1,74,36,Furniture,7127,2,4,1,1,1,1,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,52,48,Business,3609,1,4,1,1,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,65,12,NewCar,900,4,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,35,10,NewCar,1249,4,1,2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-1,Male,0,1,42,9,Electronics,1366,3,4,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,1,50,24,Electronics,1311,4,4,2,1,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,1,44,6,Electronics,518,3,3,1,2,0,0,0,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,Male,0,1,34,27,Furniture,4526,4,4,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-1,Male,0,1,26,24,Furniture,2359,1,2,2,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,38,15,HomeAppliances,1275,4,4,1,2,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,0,44,18,Electronics,1453,3,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,Male,0,1,26,28,Electronics,2743,4,1,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,54,18,Electronics,2404,2,3,2,1,0,0,0,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,Male,0,1,28,12,NewCar,3527,2,2,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,24,24,NewCar,2255,4,4,1,2,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,1,45,12,Furniture,5801,2,1,1,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,39,18,Furniture,1808,4,4,2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,26,30,Electronics,1919,4,3,2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,33,12,Business,1037,3,1,2,1,0,1,0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
-1,Male,0,1,26,15,HomeAppliances,1275,4,2,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,38,12,Retraining,339,4,4,1,1,0,0,0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
1,Male,0,0,46,12,NewCar,3527,2,3,1,1,1,0,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Female,0,0,23,24,UsedCar,5433,2,4,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Female,1,0,28,6,NewCar,609,4,2,1,1,0,0,0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Female,0,0,54,12,NewCar,2122,1,2,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
-1,Female,0,0,24,18,NewCar,976,1,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,Female,0,0,35,24,NewCar,1207,4,2,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,50,24,Furniture,5150,4,4,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1,Male,0,0,33,6,NewCar,860,1,2,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,30,36,Business,9572,1,2,2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,42,48,Electronics,6999,3,1,2,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,61,27,Furniture,4526,4,2,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,Male,0,1,29,24,Furniture,4169,4,2,2,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
-1,Male,0,1,39,18,Furniture,1553,4,3,1,1,0,0,0,0.0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
-1,Male,0,0,32,24,Furniture,2064,3,2,2,1,1,0,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,23,12,Electronics,2214,4,4,1,1,0,0,0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1,Male,0,1,21,27,Furniture,4526,4,4,1,1,1,0,0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
-1,Male,0,1,36,12,NewCar,1228,4,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,Male,0,0,49,24,UsedCar,6419,2,4,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,63,12,Electronics,626,4,4,1,1,0,0,0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
1,Male,0,0,36,24,Electronics,2578,2,3,1,1,0,0,0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,26,12,Electronics,727,2,4,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,Male,0,1,46,12,Furniture,3617,1,4,2,2,1,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,24,18,Business,3104,3,2,1,1,1,0,0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
-1,Male,0,1,34,12,NewCar,4843,3,4,2,2,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,Male,0,1,50,12,NewCar,1168,4,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,24,54,UsedCar,9436,2,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
-1,Male,0,1,31,24,NewCar,4817,2,1,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,31,12,Furniture,1402,3,4,1,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,44,9,Education,1136,4,4,2,1,0,1,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,Male,0,1,33,6,NewCar,783,3,4,1,1,1,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,44,12,Electronics,2331,1,3,1,2,1,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,Male,0,1,45,13,Electronics,2101,2,3,1,2,0,0,0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
1,Male,0,1,60,42,Furniture,7882,2,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,Male,0,1,39,36,UsedCar,5842,2,4,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,24,15,HomeAppliances,1275,4,2,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,63,18,Electronics,1882,4,4,2,1,0,0,0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
-1,Male,0,1,43,36,NewCar,1842,4,4,1,2,1,0,0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,Male,0,1,36,12,Electronics,804,4,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,24,36,Furniture,3959,4,4,1,1,1,1,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,26,12,Electronics,976,2,1,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,47,24,UsedCar,3632,1,4,1,2,0,0,0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
-1,Male,0,1,28,36,Furniture,7127,2,1,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,Male,1,0,23,6,NewCar,1343,1,4,2,1,1,0,0,1.0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
1,Male,0,1,30,48,UsedCar,2751,4,3,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1,Male,0,1,35,12,Electronics,2331,1,2,1,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,28,36,Furniture,2746,4,4,1,1,0,0,0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,1
1,Male,0,1,21,12,Education,2012,4,4,1,1,1,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
-1,Male,0,1,31,18,Electronics,2427,4,2,1,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,Male,0,1,30,9,NewCar,1549,4,4,1,1,0,1,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,Male,0,0,30,24,Other,11938,1,2,2,1,1,1,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,Male,0,1,36,12,Electronics,2279,4,3,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,31,12,NewCar,1893,4,2,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,61,24,NewCar,1344,4,2,2,1,0,1,1,0.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
1,Male,0,1,27,18,Business,1913,3,2,2,1,1,0,0,1.0,1,1,0,0,1,0,1,0,1,0,0,0,1,1
1,Male,0,0,23,36,NewCar,3535,4,4,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,Male,0,1,38,24,UsedCar,2924,3,4,1,1,1,0,0,0.0,0,1,0,0,1,0,0,1,1,0,0,0,1,1
1,Male,0,1,30,15,Electronics,1471,4,3,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,Male,0,0,32,60,Electronics,15653,2,2,2,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,47,15,Electronics,1829,4,4,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,32,15,HomeAppliances,1262,4,2,1,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,1,35,12,Furniture,2759,2,3,2,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,47,15,UsedCar,1300,4,2,1,1,0,0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Male,0,1,54,24,Electronics,1413,4,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,41,18,Electronics,1453,3,1,1,2,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,38,24,Electronics,2578,2,3,2,1,0,0,0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,57,36,Education,9055,4,4,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,Female,1,0,25,6,NewCar,1204,4,4,1,1,0,0,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1,Female,0,0,35,45,UsedCar,4576,3,4,2,1,0,1,1,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,Female,0,0,28,15,Electronics,1478,4,1,2,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,Female,0,0,64,15,Electronics,1478,4,4,2,1,0,1,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,Female,0,0,27,36,Furniture,2348,3,1,4,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,30,30,Electronics,4530,3,4,1,2,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
-1,Male,0,1,39,12,NewCar,691,4,2,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
-1,Male,0,0,28,48,Business,4308,2,4,1,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
-1,Female,0,0,21,12,Furniture,951,4,2,2,1,0,0,0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
1,Female,0,0,58,10,NewCar,1038,4,3,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,Female,0,0,57,12,Repairs,996,4,4,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,Female,0,0,23,18,Business,1913,3,4,1,1,1,0,0,0.0,0,1,0,1,1,0,0,0,1,0,0,1,0,1
-1,Female,0,0,39,36,Furniture,5179,4,3,1,1,0,1,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,30,21,Electronics,3160,4,2,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
